StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,sex,age,ethnicity,formal education,income,Q1.7,Q1.7_8_TEXT,Q1.9,Q2.1,Q3.1,Q4.1,Q5.1,Q6.1,Q7.1,Q8.1,Q9.1,Q10.1,Q11.1,Q12.1,Q13.1,Q14.1,Q15.1,Q16.1,Q17.1,Q18.1,Q19.1,Q20.1,Q21.1,Q22.1,Q23.1,Q24.1,Q25.1,Q26.1,Q27.1,Q28.1,Q29.1,Q30.1,Q31.1,Q32.1,Q33.1,Q34.1,Q35.1,Q36.1,Q37.1,Q38.1,Q39.1,Q40.1,Q41.1,Q42.1,Q43.1,Q44.1,Q45.1,Q46.1,Q47.1,Q48.1,Q49.1,Q50.1,Q51.1,Q52.1,Q53.1,Q54.1,Q55.1,Q56.1,Q57.1,Q58.1,Q59.1,Q60.1,Q61.1,Q62.1,Q63.1,Q64.1,Q65.1,Q66.1,Q67.1,Q68.1,Q69.1,Q70.1,Q71.1,Q72.1,Q73.1,Q74.1,Q75.1,Q76.1,Q77.1,Q78.1,Q79.1,Q80.1,Q81.1,Q82.1,Q83.1,Q84.1,Q85.1,Q86.1,Q87.1,Q88.1,Q89.1,Q90.1,Q91.1,Q92.1,Q93.1,Q94.1,Q95.1,Q96.1,Q97.1,Q98.1,Q99.1,Q100.1,Q101.1,Q102.1,Q103.1,Q104.1,Q105.1,Q106.1,Q107.1,Q108.1,Q109.1,Q110.1,Q111.1,Q112.1,Q113.1,Q114.1,Q115.1,Q116.1,Q117.1,Q118.1,Q119.1,Q120.1,Q121.1,Q122.1,Q123.1,Q124.1,Q125.1,Q126.1,Q127.1,Q128.1,Q129.1,Q130.1,Q131.1,Q132.1,Q133.1,Q134.1,Q135.1,Q136.1,Q137.1,Q138.1,Q139.1,Q140.1,Q141.1,Q142.1,Q143.1,Q144.1,Q145.1,Q146.1,Q147.1,Q148.1,Q149.1,Q150.1,Q151.1,Q152.1,Q153.1,Q154.1,Q155.1,Q156.1,Q157.1,Q158.1,Q159.1,Q160.1,Q161.1,Q162.1,Q163.1,Q164.1,Q165.1,Q166.1,Q167.1,Q168.1,Q169.1,Q170.1,Q171.1,Q172.1,Q173.1,Q174.1,Q175.1,Q176.1,Q177.1,Q178.1,Q179.1,Q180.1,Q181.1,Q182.1,Q183.1,Q184.1,Q185.1,Q186.1,Q187.1,Q188.1,Q189.1,Q190.1,Q191.1,Q192.1,Q193.1,Q194.1,Q195.1,random
12/16/2021 15:26,12/16/2021 16:15,IP Address,156.218.89.41,100,2948,TRUE,12/16/2021 16:15,R_1oHXTW9xfp8cA7N,,,,,31.21620178,29.95289612,anonymous,EN,I consent,Female,27,Asian,Master's degree,115162,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Uncertain,Anger,Sadness,Neutral,Anger,Disgust,Disgust,Disgust,Other,Disgust,Happiness,Disgust,Surprise,Sadness,Surprise,Fear,Surprise,Fear,Fear,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Sadness,Uncertain,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Fear,Sadness,Sadness,Other,Sadness,Happiness,Surprise,Surprise,Happiness,Disgust,Surprise,Surprise,Neutral,Disgust,Neutral,Other,Happiness,Disgust,Sadness,Disgust,Surprise,Sadness,Anger,Neutral,Uncertain,Disgust,Anger,Neutral,Anger,Anger,Disgust,Neutral,Disgust,Disgust,Disgust,Anger,Disgust,Disgust,Sadness,Sadness,Surprise,Surprise,Fear,Surprise,Neutral,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Anger,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Anger,Sadness,Sadness,Sadness,Uncertain,Neutral,Surprise,Fear,Surprise,Neutral,Fear,Anger,Disgust,Disgust,Happiness,Neutral,Surprise,Neutral,Other,Happiness,Sadness,Anger,Anger,Anger,Sadness,Anger,Anger,Neutral,Anger,Disgust,Happiness,Disgust,Disgust,Disgust,Disgust,Fear,Disgust,Anger,Surprise,Sadness,Sadness,Fear,Surprise,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Happiness,Neutral,Neutral,Anger,Sadness,Neutral,Sadness,Neutral,Sadness,Anger,Neutral,Sadness,Surprise,Happiness,Surprise,Surprise,Surprise,Sadness,Surprise,Neutral,Other,Happiness,Disgust,Neutral,Uncertain,Uncertain,Uncertain,Disgust,9655
12/16/2021 15:48,12/16/2021 16:16,IP Address,76.185.87.148,100,1677,TRUE,12/16/2021 16:16,R_3qxjictGp9izO1h,,,,,32.69099426,-97.19180298,anonymous,EN,I consent,Male,32,Black or African American,4 year degree,53028,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Fear,Disgust,Disgust,Fear,Neutral,Anger,Surprise,Disgust,Anger,Neutral,Fear,Fear,Disgust,Happiness,Fear,Other,Fear,Anger,Other,Happiness,Happiness,Disgust,Fear,Happiness,Surprise,Anger,Happiness,Happiness,Neutral,Surprise,Happiness,Happiness,Happiness,Surprise,Disgust,Neutral,Surprise,Fear,Uncertain,Fear,Uncertain,Fear,Sadness,Disgust,Fear,Fear,Uncertain,Disgust,Happiness,Neutral,Surprise,Happiness,Surprise,Happiness,Neutral,Neutral,Neutral,Neutral,Happiness,Uncertain,Neutral,Other,Fear,Sadness,Sadness,Anger,Surprise,Other,Fear,Sadness,Other,Uncertain,Neutral,Other,Disgust,Anger,Fear,Other,Fear,Disgust,Other,Uncertain,Sadness,Fear,Anger,Anger,Anger,Fear,Sadness,Happiness,Happiness,Happiness,Surprise,Surprise,Happiness,Uncertain,Disgust,Anger,Fear,Anger,Sadness,Anger,Neutral,Anger,Uncertain,Other,Sadness,Other,Uncertain,Other,Uncertain,Disgust,Sadness,Fear,Anger,Uncertain,Disgust,Surprise,Uncertain,Neutral,Surprise,Uncertain,Anger,Fear,Fear,Anger,Neutral,Fear,Anger,Sadness,Fear,Fear,Anger,Surprise,Fear,Sadness,Other,Fear,Surprise,Happiness,Disgust,Fear,Other,Fear,Fear,Neutral,Disgust,Disgust,Happiness,Fear,Anger,Disgust,Disgust,Other,Happiness,Uncertain,Disgust,Uncertain,Happiness,Uncertain,Neutral,Disgust,Neutral,Fear,Uncertain,Anger,Surprise,Happiness,Sadness,Uncertain,Disgust,Sadness,Sadness,Other,Sadness,Sadness,Disgust,Other,Uncertain,Fear,Fear,Fear,Uncertain,Fear,Happiness,Surprise,Happiness,Fear,Anger,Disgust,Happiness,Other,Disgust,Happiness,5891
12/16/2021 16:05,12/16/2021 16:18,IP Address,71.117.30.30,100,778,TRUE,12/16/2021 16:18,R_1HiBaQ8qEUKpOvv,,,,,39.08279419,-77.16739655,anonymous,EN,I consent,Male,29,Asian,Master's degree,150000,"English,Chinese",,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Uncertain,Anger,Anger,Sadness,Neutral,Anger,Anger,Anger,Disgust,Anger,Disgust,Disgust,Disgust,Disgust,Sadness,Disgust,Fear,Surprise,Fear,Surprise,Sadness,Fear,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Uncertain,Neutral,Sadness,Sadness,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Uncertain,Sadness,Happiness,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Disgust,Sadness,Other,Other,Disgust,Other,Other,Fear,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Uncertain,Disgust,Disgust,Disgust,Disgust,Disgust,Anger,Fear,Sadness,Fear,Surprise,Fear,Surprise,Uncertain,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Surprise,Uncertain,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Surprise,Fear,Fear,Surprise,Surprise,Surprise,Fear,Surprise,Sadness,Happiness,Uncertain,Surprise,Uncertain,Uncertain,Surprise,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Disgust,Fear,Happiness,Uncertain,Sadness,Fear,Surprise,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Uncertain,Sadness,Surprise,Surprise,Fear,Surprise,Surprise,Fear,Surprise,Surprise,Other,Happiness,Uncertain,Uncertain,Disgust,Other,Other,Uncertain,9189
12/16/2021 15:27,12/16/2021 16:19,IP Address,208.203.216.71,100,3118,TRUE,12/16/2021 16:19,R_3eyHkOb9b9aIoc3,,,,,39.79510498,-76.97940063,anonymous,EN,I consent,Female,25,White or Caucasian,4 year degree,57254,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Disgust,Uncertain,Neutral,Happiness,Anger,Fear,Surprise,Anger,Anger,Surprise,Happiness,Fear,Neutral,Surprise,Other,Neutral,Surprise,Anger,Uncertain,Happiness,Anger,Happiness,Uncertain,Surprise,Surprise,Other,Happiness,Happiness,Anger,Surprise,Fear,Fear,Fear,Surprise,Fear,Uncertain,Happiness,Fear,Sadness,Other,Anger,Disgust,Sadness,Uncertain,Sadness,Happiness,Fear,Fear,Happiness,Fear,Happiness,Happiness,Neutral,Other,Neutral,Uncertain,Neutral,Anger,Surprise,Other,Happiness,Anger,Fear,Anger,Disgust,Anger,Disgust,Surprise,Fear,Anger,Anger,Fear,Fear,Disgust,Fear,Happiness,Anger,Neutral,Happiness,Sadness,Disgust,Uncertain,Happiness,Happiness,Neutral,Anger,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Other,Neutral,Fear,Surprise,Other,Other,Uncertain,Uncertain,Sadness,Fear,Other,Uncertain,Other,Sadness,Disgust,Sadness,Surprise,Sadness,Neutral,Surprise,Surprise,Fear,Surprise,Happiness,Uncertain,Uncertain,Happiness,Neutral,Sadness,Uncertain,Uncertain,Surprise,Fear,Disgust,Anger,Uncertain,Uncertain,Anger,Anger,Disgust,Sadness,Happiness,Surprise,Anger,Uncertain,Fear,Happiness,Sadness,Disgust,Disgust,Surprise,Other,Other,Fear,Surprise,Disgust,Surprise,Disgust,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Other,Happiness,Fear,Sadness,Anger,Uncertain,Uncertain,Neutral,Neutral,Anger,Sadness,Neutral,Sadness,Sadness,Disgust,Fear,Surprise,Happiness,Uncertain,Surprise,Anger,Surprise,Surprise,Surprise,Happiness,Happiness,Neutral,Uncertain,Surprise,Anger,Uncertain,Other,9413
12/16/2021 15:37,12/16/2021 16:20,IP Address,207.180.16.45,100,2559,TRUE,12/16/2021 16:20,R_3DcmBF0EUh9v1Oa,,,,,37.75100708,-97.8219986,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,45000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Surprise,Uncertain,Fear,Neutral,Sadness,Anger,Fear,Fear,Fear,Fear,Anger,Fear,Fear,Fear,Fear,Uncertain,Uncertain,Anger,Uncertain,Fear,Disgust,Uncertain,Disgust,Neutral,Happiness,Uncertain,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Surprise,Neutral,Anger,Anger,Uncertain,Anger,Sadness,Anger,Fear,Anger,Happiness,Uncertain,Surprise,Disgust,Fear,Fear,Uncertain,Fear,Uncertain,Disgust,Other,Uncertain,Fear,Fear,Disgust,Fear,Sadness,Sadness,Fear,Uncertain,Fear,Uncertain,Fear,Disgust,Fear,Fear,Fear,Disgust,Fear,Disgust,Anger,Anger,Anger,Anger,Anger,Uncertain,Fear,Fear,Fear,Anger,Sadness,Happiness,Happiness,Happiness,Happiness,Surprise,Happiness,Happiness,Happiness,Disgust,Uncertain,Disgust,Fear,Sadness,Fear,Uncertain,Anger,Uncertain,Anger,Sadness,Anger,Fear,Fear,Uncertain,Sadness,Surprise,Sadness,Fear,Anger,Anger,Sadness,Uncertain,Fear,Fear,Sadness,Uncertain,Disgust,Anger,Disgust,Fear,Disgust,Anger,Fear,Disgust,Anger,Uncertain,Uncertain,Disgust,Disgust,Disgust,Fear,Neutral,Fear,Fear,Fear,Fear,Uncertain,Uncertain,Disgust,Fear,Disgust,Sadness,Uncertain,Disgust,Disgust,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Sadness,Neutral,Sadness,Fear,Surprise,Fear,Uncertain,Surprise,Sadness,Sadness,Disgust,Disgust,Uncertain,Sadness,Uncertain,Surprise,Disgust,Surprise,Disgust,Fear,Surprise,Disgust,Surprise,Anger,Disgust,Fear,Fear,Fear,Disgust,Anger,2374
12/16/2021 16:08,12/16/2021 16:22,IP Address,73.96.8.11,100,852,TRUE,12/16/2021 16:22,R_29prO9HghjynIaS,,,,,44.0196991,-123.1007996,anonymous,EN,I consent,Male,24,White or Caucasian,4 year degree,19437,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Sadness,Disgust,Anger,Anger,Happiness,Disgust,Anger,Disgust,Anger,Anger,Anger,Disgust,Anger,Fear,Fear,Disgust,Happiness,Uncertain,Sadness,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Anger,Neutral,Sadness,Sadness,Neutral,Neutral,Anger,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Uncertain,Surprise,Surprise,Neutral,Surprise,Surprise,Surprise,Neutral,Happiness,Neutral,Neutral,Happiness,Disgust,Sadness,Uncertain,Anger,Sadness,Anger,Sadness,Other,Anger,Anger,Anger,Anger,Anger,Sadness,Disgust,Uncertain,Anger,Surprise,Anger,Fear,Anger,Fear,Sadness,Fear,Disgust,Surprise,Surprise,Fear,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Neutral,Anger,Surprise,Anger,Uncertain,Neutral,Anger,Sadness,Fear,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Neutral,Uncertain,Fear,Surprise,Neutral,Surprise,Anger,Neutral,Neutral,Neutral,Uncertain,Surprise,Neutral,Surprise,Happiness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Other,Neutral,Sadness,Uncertain,Disgust,Fear,Disgust,Other,Surprise,Disgust,Disgust,Uncertain,Sadness,Sadness,Surprise,Surprise,Surprise,Fear,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Other,Neutral,Neutral,Other,Neutral,Neutral,Fear,Sadness,Sadness,Sadness,Uncertain,Sadness,Uncertain,Other,Sadness,Neutral,Happiness,Fear,Surprise,Other,Happiness,Surprise,Fear,Happiness,Happiness,Other,Neutral,Surprise,Anger,Other,Other,5456
12/16/2021 15:31,12/16/2021 16:24,IP Address,207.228.60.75,100,3131,TRUE,12/16/2021 16:24,R_RrzhVTSH2kcI5ah,,,,,37.75100708,-97.8219986,anonymous,EN,I consent,Male,55,White or Caucasian,4 year degree,32324,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Disgust,Anger,Neutral,Anger,Neutral,Anger,Anger,Anger,Disgust,Anger,Uncertain,Disgust,Happiness,Disgust,Happiness,Fear,Surprise,Fear,Surprise,Fear,Fear,Fear,Anger,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Happiness,Surprise,Surprise,Happiness,Other,Surprise,Surprise,Surprise,Other,Neutral,Uncertain,Other,Other,Uncertain,Other,Neutral,Sadness,Neutral,Neutral,Neutral,Anger,Anger,Anger,Disgust,Anger,Disgust,Fear,Disgust,Anger,Other,Happiness,Other,Anger,Sadness,Sadness,Surprise,Neutral,Anger,Surprise,Sadness,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Anger,Neutral,Neutral,Sadness,Sadness,Sadness,Neutral,Sadness,Neutral,Sadness,Surprise,Neutral,Neutral,Anger,Surprise,Happiness,Surprise,Happiness,Anger,Other,Happiness,Neutral,Surprise,Happiness,Other,Neutral,Sadness,Anger,Anger,Anger,Neutral,Anger,Anger,Neutral,Anger,Anger,Other,Disgust,Uncertain,Other,Happiness,Fear,Disgust,Anger,Neutral,Sadness,Sadness,Fear,Surprise,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Neutral,Neutral,Sadness,Surprise,Happiness,Fear,Surprise,Surprise,Happiness,Surprise,Surprise,Happiness,Happiness,Other,Neutral,Uncertain,Uncertain,Other,Neutral,6425
12/17/2021 9:02,12/17/2021 9:19,IP Address,75.128.140.161,100,1014,TRUE,12/17/2021 9:19,R_2SCQUbh05yJ4dun,,,,,43.03520203,-83.52480316,anonymous,EN,I consent,Male,30,White or Caucasian,High school graduate,45000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Sadness,Anger,Anger,Anger,Anger,Disgust,Uncertain,Disgust,Surprise,Disgust,Anger,Disgust,Disgust,Disgust,Fear,Fear,Fear,Fear,Fear,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Sadness,Happiness,Surprise,Anger,Surprise,Surprise,Surprise,Fear,Surprise,Other,Sadness,Other,Happiness,Disgust,Other,Other,Other,Sadness,Anger,Neutral,Neutral,Anger,Anger,Uncertain,Anger,Anger,Disgust,Fear,Disgust,Disgust,Uncertain,Anger,Disgust,Disgust,Fear,Fear,Fear,Surprise,Surprise,Surprise,Fear,Sadness,Happiness,Fear,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Neutral,Neutral,Sadness,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Anger,Sadness,Anger,Sadness,Sadness,Sadness,Sadness,Surprise,Surprise,Surprise,Surprise,Surprise,Neutral,Fear,Surprise,Disgust,Other,Happiness,Neutral,Surprise,Other,Other,Happiness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Disgust,Disgust,Surprise,Sadness,Fear,Fear,Surprise,Surprise,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Other,Disgust,Sadness,Sadness,Sadness,Sadness,Disgust,Sadness,Anger,Surprise,Happiness,Fear,Surprise,Surprise,Surprise,Surprise,Fear,Happiness,Happiness,Other,Disgust,Disgust,Other,Disgust,Other,8019
12/17/2021 9:12,12/17/2021 9:26,IP Address,76.86.236.35,100,828,TRUE,12/17/2021 9:26,R_2Eae5ZKONzWcwKw,,,,,34.12109375,-117.436203,anonymous,EN,I consent,Male,33,White or Caucasian,4 year degree,98225,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Uncertain,Anger,Anger,Anger,Anger,Uncertain,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Surprise,Fear,Surprise,Surprise,Sadness,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Uncertain,Happiness,Neutral,Neutral,Sadness,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Happiness,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Neutral,Other,Neutral,Other,Neutral,Sadness,Sadness,Uncertain,Neutral,Sadness,Anger,Neutral,Neutral,Anger,Anger,Disgust,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Other,Disgust,Disgust,Disgust,Fear,Sadness,Fear,Neutral,Surprise,Surprise,Fear,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Happiness,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Neutral,Fear,Surprise,Surprise,Neutral,Fear,Surprise,Neutral,Other,Happiness,Disgust,Uncertain,Other,Other,Happiness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Other,Anger,Disgust,Disgust,Disgust,Fear,Disgust,Disgust,Uncertain,Fear,Sadness,Fear,Surprise,Surprise,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Neutral,Fear,Sadness,Surprise,Happiness,Neutral,Neutral,Surprise,Surprise,Surprise,Fear,Neutral,Happiness,Uncertain,Other,Anger,Other,Other,Other,6562
12/17/2021 9:17,12/17/2021 9:34,IP Address,68.179.240.85,100,1037,TRUE,12/17/2021 9:34,R_PZpvpFF9hQyJkSl,,,,,35.60650635,-92.27420044,anonymous,EN,I consent,Female,51,White or Caucasian,2 year degree,150000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Other,Anger,Anger,Sadness,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Anger,Disgust,Disgust,Fear,Fear,Fear,Fear,Fear,Fear,Fear,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Uncertain,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Fear,Surprise,Happiness,Surprise,Surprise,Surprise,Neutral,Other,Neutral,Other,Happiness,Disgust,Disgust,Surprise,Uncertain,Anger,Anger,Neutral,Neutral,Disgust,Anger,Disgust,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Sadness,Fear,Surprise,Fear,Surprise,Fear,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Anger,Sadness,Fear,Sadness,Sadness,Neutral,Anger,Surprise,Neutral,Surprise,Fear,Surprise,Neutral,Fear,Fear,Disgust,Other,Happiness,Neutral,Surprise,Surprise,Surprise,Happiness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Fear,Disgust,Fear,Surprise,Sadness,Sadness,Fear,Surprise,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Fear,Disgust,Sadness,Sadness,Sadness,Sadness,Neutral,Disgust,Anger,Surprise,Surprise,Surprise,Surprise,Surprise,Fear,Surprise,Fear,Happiness,Happiness,Fear,Other,Disgust,Anger,Disgust,Neutral,4864
12/17/2021 9:08,12/17/2021 9:35,IP Address,208.195.21.67,100,1608,TRUE,12/17/2021 9:35,R_3psZ0GIm4iD2kls,,,,,37.75100708,-97.8219986,anonymous,EN,I consent,Female,24,White or Caucasian,Master's degree,32746,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Fear,Neutral,Sadness,Neutral,Anger,Disgust,Anger,Fear,Uncertain,Disgust,Happiness,Disgust,Sadness,Fear,Surprise,Fear,Happiness,Fear,Disgust,Fear,Fear,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Disgust,Sadness,Happiness,Surprise,Fear,Happiness,Surprise,Surprise,Fear,Surprise,Happiness,Neutral,Uncertain,Happiness,Disgust,Other,Uncertain,Neutral,Sadness,Anger,Neutral,Neutral,Anger,Anger,Neutral,Anger,Anger,Disgust,Neutral,Disgust,Anger,Sadness,Fear,Disgust,Disgust,Sadness,Sadness,Disgust,Fear,Fear,Surprise,Disgust,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Sadness,Sadness,Surprise,Neutral,Neutral,Surprise,Neutral,Fear,Fear,Surprise,Neutral,Neutral,Anger,Neutral,Disgust,Happiness,Neutral,Happiness,Sadness,Neutral,Anger,Anger,Neutral,Anger,Anger,Disgust,Anger,Anger,Happiness,Disgust,Neutral,Disgust,Uncertain,Fear,Disgust,Disgust,Neutral,Neutral,Anger,Sadness,Neutral,Other,Fear,Happiness,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Neutral,Sadness,Sadness,Neutral,Neutral,Neutral,Sadness,Neutral,Happiness,Fear,Surprise,Fear,Happiness,Sadness,Neutral,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Uncertain,Sadness,7110
